,sensor,ekf,pos,att,nav,cmdr,fmu,io
1337,104,2058,372,198,129,82,10,1796
1338,104,2058,372,198,129,82,10,1769
1339,104,2058,372,198,129,82,14,1769
1340,104,2058,372,198,129,82,14,1769
1341,104,2058,372,254,129,82,14,1769
1342,104,2058,372,254,129,82,14,1769
1343,103,2058,372,254,129,82,14,1769
1344,103,2058,372,254,125,82,14,1769
1345,103,2058,372,254,125,81,14,1769
1346,103,2058,372,254,125,81,14,1805
1347,103,2058,372,254,125,81,10,1805
1348,103,2066,372,254,125,81,10,1805
1349,103,2066,372,197,125,81,10,1805
1350,103,2066,372,197,125,81,10,1805
1351,103,2066,372,197,125,81,10,1805
1352,103,2066,372,197,202,81,10,1805
1353,103,2066,372,197,202,89,10,1805
1354,103,2066,372,197,202,89,10,1812
1355,103,2066,372,197,202,89,14,1812
1356,103,171,372,197,202,89,14,1812
1357,101,171,372,197,202,89,14,1812
1358,101,171,571,197,202,89,14,1812
1359,101,171,571,209,202,89,14,1812
1360,101,171,571,209,814,89,14,1812
1361,101,171,571,209,814,89,14,1817
1362,101,171,571,209,814,89,14,1817
1363,101,516,571,209,814,89,14,1817
1364,115,516,571,209,814,89,14,1817
1365,115,516,565,209,814,89,14,1817
1366,115,516,565,212,814,89,14,1817
1367,115,516,565,212,814,86,14,1817
1368,115,516,565,212,382,86,14,1817
1369,115,516,565,212,382,81,14,1817
1370,115,516,565,212,382,81,14,1767
1371,115,516,565,212,382,81,14,1767
1372,115,2068,565,212,382,81,14,1767
1373,115,2068,565,212,382,81,14,1767
1374,115,2068,371,212,382,81,14,1767
1375,113,2068,371,212,382,81,14,1767
1376,113,2068,371,212,2674,81,14,1767
1377,113,2068,371,212,2674,84,14,1767
1378,113,2068,371,212,2674,84,14,1756
1379,113,2068,371,212,2674,84,10,1756
1380,113,2141,371,212,2674,84,10,1756
1381,113,2141,371,254,2674,84,10,1756
1382,113,2141,373,254,2674,84,10,1756
1383,101,2141,373,254,2674,84,10,1756
1384,101,2141,373,254,188,84,10,1756
1385,101,2054,373,254,188,84,10,1756
1386,101,2054,373,209,188,84,10,1756
1387,101,2054,373,209,188,84,10,1761
1388,101,2054,377,209,188,84,10,1761
1389,103,2054,377,209,188,84,10,1761
1390,103,2054,377,209,188,201,10,1761
1391,103,2054,377,209,188,201,14,1761
1392,103,2054,377,209,126,201,14,1761
1393,103,2063,377,209,126,201,14,1761
1394,103,2063,377,209,126,201,14,1761
1395,103,2063,377,209,126,201,14,1756
1396,103,2063,371,209,126,201,14,1756
1397,104,2063,371,209,126,201,14,1756
1398,104,2063,371,209,126,79,14,1756
1399,104,2063,371,209,126,79,14,1756
1400,104,2063,371,209,128,79,14,1756
1401,104,2063,371,209,128,79,14,1749
1402,104,2063,371,209,128,89,14,1749
1403,104,2063,371,209,128,89,10,1749
1404,104,2053,371,209,128,89,10,1749
1405,104,2053,371,197,128,89,10,1749
1406,104,2053,374,197,128,89,10,1749
1407,102,2053,374,197,128,89,10,1749
1408,102,2053,374,197,129,89,10,1749
1409,102,2053,374,197,129,89,10,1767
1410,102,2053,374,197,129,79,10,1767
1411,102,2053,374,197,129,79,14,1767
1412,102,556,374,197,129,79,14,1767
1413,102,556,374,197,129,79,14,1767
1414,102,556,555,197,129,79,14,1767
1415,102,556,555,200,129,79,14,1767
1416,102,556,555,200,1137,79,14,1767
1417,102,556,555,200,1137,149,14,1767
1418,102,112,555,200,1137,149,14,1767
1419,101,112,555,200,1137,149,14,1767
1420,101,112,560,200,1137,149,14,1767
1421,101,112,560,198,1137,149,14,1767
1422,101,112,560,198,1137,149,14,1800
1423,101,112,560,198,1137,149,14,1800
1424,101,112,560,198,126,149,14,1800
1425,101,112,560,198,126,80,14,1800
1426,101,112,560,198,126,80,14,1739
1427,101,112,560,198,126,80,9,1739
1428,101,577,560,198,126,80,9,1739
1429,102,577,560,198,126,80,9,1739
1430,102,577,579,198,126,80,9,1739
1431,102,577,579,212,126,80,9,1739
1432,102,577,579,212,130,80,9,1739
1433,102,577,579,212,130,80,9,1784
1434,102,577,579,212,130,80,14,1784
1435,102,112,579,212,130,80,14,1784
1436,101,112,579,212,130,80,14,1784
1437,101,112,559,212,130,80,14,1784
1438,101,112,559,210,130,80,14,1784
1439,101,112,559,210,130,93,14,1784
1440,101,112,559,210,187,93,14,1784
1441,101,127,559,210,187,93,14,1784
1442,101,127,559,210,187,93,14,1784
1443,101,127,563,210,187,93,14,1784
1444,101,127,563,212,187,93,14,1784
1445,101,127,563,212,187,82,14,1784
1446,101,127,563,212,187,82,14,1731
1447,101,127,563,212,187,82,10,1731
1448,101,127,563,212,205,82,10,1731
1449,101,127,563,212,205,83,10,1731
1450,101,127,563,212,205,83,10,1770
1451,101,127,563,212,205,83,14,1770
1452,101,678,563,212,205,83,14,1770
1453,693,678,563,212,205,83,14,1770
1454,693,678,556,212,205,83,14,1770
1455,693,678,556,200,205,83,14,1770
1456,693,678,556,200,342,83,14,1770
1457,693,678,556,200,342,83,14,1770
1458,693,678,556,200,342,83,14,1774
1459,693,678,556,200,342,83,10,1774
1460,693,506,556,200,342,83,10,1774
1461,102,506,556,200,342,83,10,1774
1462,102,506,551,200,342,83,10,1774
1463,102,506,551,200,342,83,10,1774
1464,102,506,551,200,187,83,10,1774
1465,102,506,551,200,187,85,10,1774
1466,102,192,551,200,187,85,10,1774
1467,150,192,551,200,187,85,10,1774
1468,150,192,677,200,187,85,10,1774
1469,150,192,677,274,187,85,10,1774
1470,150,192,677,274,187,85,10,1757
1471,150,192,677,274,187,85,10,1757
1472,150,192,677,274,3811,85,10,1757
1473,150,192,677,274,3811,82,10,1757
1474,150,112,677,274,3811,82,10,1757
1475,153,112,677,274,3811,82,10,1757
1476,153,112,835,274,3811,82,10,1757
1477,153,112,835,274,3811,82,10,1738
1478,153,112,835,274,3811,82,10,1738
1479,153,112,835,208,3811,82,10,1738
1480,153,500,835,208,3811,82,10,1738
1481,101,500,835,208,3811,82,10,1738
1482,101,500,942,208,3811,82,10,1738
1483,101,500,942,315,3811,82,10,1738
1484,101,500,942,315,3811,82,10,1823
1485,101,500,942,315,3811,80,10,1823
1486,101,500,942,315,125,80,10,1823
1487,101,500,942,315,125,80,10,1823
1488,101,112,942,315,125,80,10,1823
1489,101,112,942,315,125,80,10,1823
1490,101,112,589,315,125,80,10,1823
1491,101,112,589,315,125,81,10,1823
1492,101,112,589,315,125,81,10,1786
1493,101,112,589,315,2225,81,10,1786
1494,101,112,589,315,2225,81,14,1786
1495,101,112,589,198,2225,81,14,1786
1496,101,1328,589,198,2225,81,14,1786
1497,101,1328,384,198,2225,81,14,1786
1498,101,1328,384,198,2225,81,14,1746
1499,109,1328,384,198,2225,81,14,1746
1500,109,1328,384,198,2225,136,14,1746
1501,109,1328,384,198,125,136,14,1746
1502,109,1328,384,198,125,136,10,1746
1503,109,1328,384,199,125,136,10,1746
1504,109,1328,384,199,125,81,10,1746
1505,109,1328,384,199,126,81,10,1746
1506,109,2032,384,199,126,81,10,1746
1507,109,2032,384,198,126,81,10,1746
1508,109,2032,384,198,126,81,10,1742
1509,109,2032,416,198,126,81,10,1742
1510,102,2032,416,198,126,81,10,1742
1511,102,2032,416,198,126,81,10,1742
1512,102,2032,416,198,126,95,10,1742
1513,102,2032,416,198,192,95,10,1742
1514,102,2032,416,198,192,95,10,1818
1515,102,2032,416,198,192,95,10,1818
1516,102,1392,416,198,192,95,10,1818
1517,102,1392,416,208,192,95,10,1818
1518,102,1392,438,208,192,95,10,1818
1519,157,1392,438,208,192,95,10,1818
1520,157,1392,438,208,194,95,10,1818
1521,157,1392,438,208,194,95,10,1769
1522,157,1392,438,208,194,95,14,1769
1523,157,848,438,208,194,95,14,1769
1524,157,848,566,208,194,95,14,1769
1525,157,848,566,211,194,95,14,1769
1526,146,848,566,211,194,95,14,1769
1527,146,848,566,211,194,136,14,1769
1528,146,848,566,211,11015,136,14,1769
1529,146,511,566,211,11015,136,14,1769
1530,101,511,566,211,11015,136,14,1769
1531,101,511,564,211,11015,136,14,1769
1532,101,511,564,211,11015,136,14,1769
1533,101,511,564,211,11015,348,14,1769
1534,101,511,564,211,11015,348,14,1763
1535,101,511,564,211,11015,348,10,1763
1536,101,511,564,211,126,348,10,1763
1537,101,511,564,211,126,348,10,1755
1538,101,511,564,211,126,732,10,1755
1539,101,511,564,211,126,732,14,1755
1540,101,673,564,211,126,732,14,1755
1541,735,673,564,211,126,732,14,1755
1542,735,673,599,211,126,732,14,1755
1543,735,673,599,201,126,732,14,1755
1544,735,673,599,201,129,732,14,1755
1545,735,673,599,201,129,732,14,1754
1546,735,673,599,201,129,386,14,1754
1547,735,673,599,201,129,386,10,1754
1548,735,834,599,201,129,386,10,1754
1549,735,834,597,201,129,386,10,1754
1550,735,834,597,244,129,386,10,1754
1551,107,834,597,244,129,386,10,1754
1552,107,834,597,244,129,386,10,1754
1553,107,834,597,244,129,136,10,1754
1554,107,714,597,244,129,136,10,1754
1555,791,714,597,244,129,136,10,1754
1556,791,714,644,244,129,136,10,1754
1557,791,714,644,200,129,136,10,1754
1558,791,714,644,200,129,136,10,1747
1559,791,714,644,200,129,136,10,1747
1560,791,714,644,200,130,136,10,1747
1561,791,714,644,200,130,82,10,1747
1562,791,500,644,200,130,82,10,1747
1563,101,500,644,200,130,82,10,1747
1564,101,500,830,200,130,82,10,1747
1565,101,500,830,370,130,82,10,1747
1566,101,500,830,370,130,82,10,1789
1567,101,500,830,370,130,82,10,1789
1568,101,500,830,370,1539,82,10,1789
1569,101,500,830,370,1539,157,10,1789
1570,101,500,830,370,1539,157,10,1755
1571,101,500,830,370,1539,157,9,1755
1572,101,1158,830,370,1539,157,9,1755
1573,101,1158,830,213,1539,157,9,1755
1574,101,1158,327,213,1539,157,9,1755
1575,170,1158,327,213,1539,157,9,1755
1576,170,1158,327,213,202,157,9,1755
1577,170,1158,327,213,202,157,9,1785
1578,170,1158,327,213,202,157,14,1785
1579,170,116,327,213,202,157,14,1785
1580,116,116,327,213,202,157,14,1785
1581,116,116,568,213,202,157,14,1785
1582,116,116,568,212,202,157,14,1785
1583,116,116,568,212,202,86,14,1785
1584,116,116,568,212,190,86,14,1785
1585,116,891,568,212,190,86,14,1785
1586,116,891,559,212,190,86,14,1785
1587,116,891,559,211,190,86,14,1785
1588,101,891,559,211,190,86,14,1785
1589,101,891,559,211,190,86,14,1797
1590,101,891,559,211,190,82,14,1797
1591,101,891,559,211,190,82,14,1797
1592,101,891,559,211,189,82,14,1797
1593,101,891,559,211,189,82,14,1758
1594,101,891,559,211,189,84,14,1758
1595,101,891,559,211,189,84,14,1758
1596,101,113,559,211,189,84,14,1758
1597,101,113,559,211,189,84,14,1758
1598,101,113,563,211,189,84,14,1758
1599,101,113,563,200,189,84,14,1758
1600,101,113,563,200,276,84,14,1758
1601,101,113,563,200,276,151,14,1758
1602,101,113,563,200,276,151,14,1771
1603,101,113,563,200,276,151,10,1771
1604,101,112,563,200,276,151,10,1771
1605,102,112,563,200,276,151,10,1771
1606,102,112,547,200,276,151,10,1771
1607,102,112,547,198,276,151,10,1771
1608,102,112,547,198,1017,151,10,1771
1609,102,112,547,198,1017,139,10,1771
1610,102,541,547,198,1017,139,10,1771
1611,101,541,547,198,1017,139,10,1771
1612,101,541,555,198,1017,139,10,1771
1613,101,541,555,199,1017,139,10,1771
1614,101,541,555,199,1017,139,10,1764
1615,101,541,555,199,1017,139,10,1764
1616,101,541,555,199,126,139,10,1764
1617,101,541,555,199,126,83,10,1764
1618,101,541,555,199,126,83,10,1742
1619,101,541,555,199,126,83,9,1742
1620,101,651,555,199,126,83,9,1742
1621,700,651,555,199,126,83,9,1742
1622,700,651,563,199,126,83,9,1742
1623,700,651,563,212,126,83,9,1742
1624,700,651,563,212,128,83,9,1742
1625,700,651,563,212,128,83,9,1804
1626,700,651,563,212,128,83,10,1804
1627,700,127,563,212,128,83,10,1804
1628,153,127,563,212,128,83,10,1804
1629,153,127,594,212,128,83,10,1804
1630,153,127,594,209,128,83,10,1804
1631,153,127,594,209,128,83,10,1804
1632,153,127,594,209,382,83,10,1804
1633,153,113,594,209,382,83,10,1804
1634,101,113,594,209,382,83,10,1804
1635,101,113,568,209,382,83,10,1804
1636,101,113,568,209,382,83,10,1804
1637,101,113,568,209,382,82,10,1804
1638,101,113,568,209,382,82,10,1754
1639,101,113,568,209,382,82,10,1754
1640,101,113,568,209,281,82,10,1754
1641,101,113,568,209,281,82,10,1754
1642,101,113,568,209,281,82,10,1754
1643,101,113,568,209,281,82,10,1782
1644,101,113,568,209,281,103,10,1782
1645,101,113,568,209,281,103,14,1782
1646,101,500,568,209,281,103,14,1782
1647,101,500,568,209,281,103,14,1782
1648,101,500,568,209,1740,103,14,1782
1649,101,500,568,209,1740,86,14,1782
1650,101,500,568,209,1740,86,14,1782
1651,101,500,568,209,1740,86,10,1782
1652,101,486,568,209,1740,86,10,1782
1653,101,486,568,209,1740,86,10,1782
1654,101,486,631,209,1740,86,10,1782
1655,101,486,631,205,1740,86,10,1782
1656,101,486,631,205,280,86,10,1782
1657,101,486,631,205,280,86,10,1743
1658,101,486,631,205,280,82,10,1743
1659,101,486,631,205,280,82,15,1743
1660,101,169,631,205,280,82,15,1743
1661,153,169,631,205,280,82,15,1743
1662,153,169,829,205,280,82,15,1743
1663,153,169,829,294,280,82,15,1743
1664,153,169,829,294,197,82,15,1743
1665,153,169,829,294,197,88,15,1743
1666,153,127,829,294,197,88,15,1743
1667,101,127,829,294,197,88,15,1743
1668,101,127,940,294,197,88,15,1743
1669,101,127,940,293,197,88,15,1743
1670,101,127,940,293,197,88,15,1795
1671,101,127,940,293,197,88,24,1795
1672,101,127,940,293,569,88,24,1795
1673,101,127,940,293,569,137,24,1795
1674,101,127,940,293,569,137,24,1804
1675,101,127,940,293,569,137,10,1804
1676,101,500,940,293,569,137,10,1804
1677,102,500,940,293,569,137,10,1804
1678,102,500,576,293,569,137,10,1804
1679,102,500,576,212,569,137,10,1804
1680,102,500,576,212,189,137,10,1804
1681,102,500,576,212,189,137,10,1759
1682,102,500,576,212,189,137,14,1759
1683,102,499,576,212,189,137,14,1759
1684,102,499,576,212,189,137,14,1759
1685,102,499,577,212,189,137,14,1759
1686,102,499,577,212,189,137,14,1759
1687,102,499,577,212,189,93,14,1759
1688,102,499,577,212,1561,93,14,1759
1689,102,497,577,212,1561,93,14,1759
1690,101,497,577,212,1561,93,14,1759
1691,101,497,565,212,1561,93,14,1759
1692,101,497,565,212,1561,93,14,1759
1693,101,497,565,212,1561,82,14,1759
1694,101,497,565,212,1561,82,14,1724
1695,101,497,565,212,1561,82,10,1724
1696,101,497,565,212,280,82,10,1724
1697,101,497,565,212,280,82,10,1727
1698,101,497,565,212,280,333,10,1727
1699,101,497,565,212,280,333,10,1727
1700,101,112,565,212,280,333,10,1727
1701,154,112,565,212,280,333,10,1727
1702,154,112,686,212,280,333,10,1727
1703,154,112,686,286,280,333,10,1727
1704,154,112,686,286,185,333,10,1727
1705,154,112,686,286,185,333,10,1775
1706,154,112,686,286,185,91,10,1775
1707,154,112,686,286,185,91,10,1775
1708,154,501,686,286,185,91,10,1775
1709,102,501,686,286,185,91,10,1775
1710,102,501,554,286,185,91,10,1775
1711,102,501,554,200,185,91,10,1775
1712,102,501,554,200,280,91,10,1775
1713,102,501,554,200,280,86,10,1775
1714,102,487,554,200,280,86,10,1775
1715,101,487,554,200,280,86,10,1775
1716,101,487,555,200,280,86,10,1775
1717,101,487,555,200,280,86,10,1775
1718,101,487,555,200,280,86,10,1759
1719,101,487,555,200,280,86,10,1759
1720,101,487,555,200,185,86,10,1759
1721,101,487,555,200,185,126,10,1759
1722,101,487,555,200,185,126,10,1759
1723,101,487,929,200,185,126,10,1759
1724,101,487,929,298,185,126,10,1759
1725,101,487,929,298,185,126,10,1767
1726,101,487,929,298,185,126,10,1767
1727,101,112,929,298,185,126,10,1767
1728,101,112,929,298,1655,126,10,1767
1729,101,112,929,298,1655,83,10,1767
1730,101,112,929,298,1655,83,10,1797
1731,101,112,929,298,1655,83,14,1797
1732,101,113,929,298,1655,83,14,1797
1733,112,113,929,298,1655,83,14,1797
1734,112,113,567,298,1655,83,14,1797
1735,112,113,567,209,1655,83,14,1797
1736,112,113,567,209,1655,83,14,1769
1737,112,113,567,209,1655,83,10,1769
1738,112,116,567,209,1655,83,10,1769
1739,105,116,567,209,1655,83,10,1769
1740,105,116,568,209,1655,83,10,1769
1741,105,116,568,218,1655,83,10,1769
1742,105,116,568,218,1655,82,10,1769
1743,105,116,568,218,132,82,10,1769
1744,105,486,568,218,132,82,10,1769
1745,101,486,568,218,132,82,10,1769
1746,101,486,577,218,132,82,10,1769
1747,101,486,577,212,132,82,10,1769
1748,101,486,577,212,132,151,10,1769
1749,101,486,577,212,132,151,10,1758
1750,101,486,577,212,270,151,10,1758
1751,101,486,577,212,270,151,14,1758
1752,101,486,577,212,270,82,14,1758
1753,101,486,577,212,270,82,14,1744
1754,101,486,577,212,555,82,14,1744
1755,101,486,577,212,555,82,9,1744
1756,101,712,577,212,555,82,9,1744
1757,1291,712,577,212,555,82,9,1744
1758,1291,712,1013,212,555,82,9,1744
1759,1291,712,1013,298,555,82,9,1744
1760,1291,712,1013,298,555,82,9,1744
1761,1291,712,1013,298,555,82,9,1806
1762,1291,712,1013,298,350,82,9,1806
1763,1291,712,1013,298,350,82,10,1806
1764,1291,735,1013,298,350,82,10,1806
1765,1291,735,994,298,350,82,10,1806
1766,1291,735,994,353,350,82,10,1806
1767,181,735,994,353,350,82,10,1806
1768,181,735,994,353,350,157,10,1806
1769,181,735,994,353,381,157,10,1806
1770,181,727,994,353,381,157,10,1806
1771,181,727,997,353,381,157,10,1806
1772,181,727,997,353,381,157,10,1806
1773,181,727,997,353,381,157,10,1828
1774,234,727,997,353,381,157,10,1828
1775,234,727,997,353,381,157,15,1828
1776,234,727,997,353,381,138,15,1828
1777,234,727,997,353,126,138,15,1828
1778,234,727,997,353,126,138,15,1817
1779,234,727,997,353,126,138,14,1817
1780,234,496,997,353,126,138,14,1817
1781,146,496,997,353,126,138,14,1817
1782,146,496,561,353,126,138,14,1817
1783,146,496,561,212,126,138,14,1817
1784,146,496,561,212,1374,138,14,1817
1785,146,496,561,212,1374,138,14,1793
1786,146,496,561,212,1374,138,14,1793
1787,146,739,561,212,1374,138,14,1793
1788,146,739,566,212,1374,138,14,1793
1789,146,739,566,213,1374,138,14,1793
1790,112,739,566,213,1374,138,14,1793
1791,112,739,566,213,1374,92,14,1793
1792,112,739,566,213,189,92,14,1793
1793,112,512,566,213,189,92,14,1793
1794,105,512,566,213,189,92,14,1793
1795,105,512,619,213,189,92,14,1793
1796,105,512,619,216,189,92,14,1793
1797,105,512,619,216,189,155,14,1793
1798,105,512,619,216,189,155,14,1818
1799,105,512,619,216,189,155,10,1818
1800,105,512,619,216,200,155,10,1818
1801,105,512,623,216,200,155,10,1818
1802,105,512,623,217,200,155,10,1818
1803,174,512,623,217,200,155,10,1818
1804,174,512,623,217,200,155,10,1752
1805,174,512,623,217,200,98,10,1752
1806,174,512,623,217,200,98,13,1752
1807,174,118,623,217,200,98,13,1752
1808,174,118,623,217,126,98,13,1752
1809,174,118,623,217,126,82,13,1752
1810,174,118,623,217,126,82,13,1766
1811,174,118,623,217,126,82,10,1766
1812,174,503,623,217,126,82,10,1766
1813,146,503,623,217,126,82,10,1766
1814,146,503,560,217,126,82,10,1766
1815,146,503,560,200,126,82,10,1766
1816,146,503,560,200,189,82,10,1766
1817,146,503,560,200,189,82,10,1799
1818,146,503,560,200,189,83,10,1799
1819,146,503,560,200,189,83,14,1799
1820,146,865,560,200,189,83,14,1799
1821,146,865,551,200,189,83,14,1799
1822,146,865,551,200,189,83,14,1799
1823,106,865,551,200,189,83,14,1799
1824,106,865,551,200,1918,83,14,1799
1825,106,865,551,200,1918,85,14,1799
1826,106,127,551,200,1918,85,14,1799
1827,153,127,551,200,1918,85,14,1799
1828,153,127,825,200,1918,85,14,1799
1829,153,127,825,289,1918,85,14,1799
1830,153,127,825,289,1918,85,14,1757
1831,153,127,825,289,1918,85,10,1757
1832,153,127,825,289,220,85,10,1757
1833,153,127,825,289,220,82,10,1757
1834,153,127,825,289,220,82,10,1759
1835,153,127,825,289,220,82,9,1759
1836,153,524,825,289,220,82,9,1759
1837,101,524,825,289,220,82,9,1759
1838,101,524,575,289,220,82,9,1759
1839,101,524,575,212,220,82,9,1759
1840,101,524,575,212,125,82,9,1759
1841,101,524,575,212,125,82,9,1772
1842,101,524,575,212,125,82,9,1772
1843,101,157,575,212,125,82,9,1772
1844,102,157,575,212,125,82,9,1772
1845,102,157,558,212,125,82,9,1772
1846,102,157,558,209,125,82,9,1772
1847,102,157,558,209,125,86,9,1772
1848,102,157,558,209,282,86,9,1772
1849,102,112,558,209,282,86,9,1772
1850,145,112,558,209,282,86,9,1772
1851,145,112,559,209,282,86,9,1772
1852,145,112,559,209,282,86,9,1772
1853,145,112,559,209,282,82,9,1772
1854,145,112,559,209,282,82,9,1723
1855,145,112,559,209,282,82,10,1723
1856,145,112,559,209,126,82,10,1723
1857,145,112,559,209,126,82,10,1778
1858,145,112,559,209,126,81,10,1778
1859,145,112,559,209,126,81,10,1778
1860,145,510,559,209,126,81,10,1778
1861,101,510,559,209,126,81,10,1778
1862,101,510,552,209,126,81,10,1778
1863,101,510,552,200,126,81,10,1778
1864,101,510,552,200,1180,81,10,1778
1865,101,510,552,200,1180,151,10,1778
1866,101,510,552,200,1180,151,10,1763
1867,101,510,552,200,1180,151,15,1763
1868,101,803,552,200,1180,151,15,1763
1869,101,803,565,200,1180,151,15,1763
1870,101,803,565,200,1180,151,15,1763
1871,114,803,565,200,1180,151,15,1763
1872,114,803,565,200,188,151,15,1763
1873,114,803,565,200,188,142,15,1763
1874,114,176,565,200,188,142,15,1763
1875,120,176,565,200,188,142,15,1763
1876,120,176,562,200,188,142,15,1763
1877,120,176,562,205,188,142,15,1763
1878,120,176,562,205,188,142,15,1795
1879,120,176,562,205,188,142,10,1795
1880,120,176,562,205,132,142,10,1795
1881,120,176,562,205,132,94,10,1795
1882,120,176,582,205,132,94,10,1795
1883,120,176,582,210,132,94,10,1795
1884,104,176,582,210,132,94,10,1795
1885,104,176,582,210,132,94,10,1805
1886,104,176,582,210,132,94,14,1805
1887,104,194,582,210,132,94,14,1805
1888,104,194,582,210,132,94,14,1805
1889,104,194,582,210,132,91,14,1805
1890,104,194,582,210,132,91,14,1780
1891,104,194,582,210,132,91,10,1780
1892,104,127,582,210,132,91,10,1780
1893,106,127,582,210,132,91,10,1780
1894,106,127,580,210,132,91,10,1780
1895,106,127,580,209,132,91,10,1780
1896,106,127,580,209,383,91,10,1780
1897,106,127,580,209,383,91,10,1784
1898,106,127,580,209,383,91,9,1784
1899,106,531,580,209,383,91,9,1784
1900,101,531,580,209,383,91,9,1784
1901,101,531,565,209,383,91,9,1784
1902,101,531,565,212,383,91,9,1784
1903,101,531,565,212,383,88,9,1784
1904,101,531,565,212,452,88,9,1784
1905,101,908,565,212,452,88,9,1784
1906,101,908,565,212,452,88,9,1784
1907,101,908,312,212,452,88,9,1784
1908,101,908,312,212,452,88,9,1784
1909,101,908,312,212,452,88,9,1795
1910,101,908,312,212,452,138,9,1795
1911,101,908,312,212,452,138,15,1795
1912,101,908,312,212,126,138,15,1795
1913,101,908,312,212,126,81,15,1795
1914,101,908,312,212,126,81,15,1791
1915,101,908,312,212,126,81,15,1791
1916,101,858,312,212,126,81,15,1791
1917,101,858,553,212,126,81,15,1791
1918,101,858,553,200,126,81,15,1791
1919,101,858,553,200,126,81,15,1791
1920,101,858,553,200,126,81,15,1791
1921,101,858,553,200,126,157,15,1791
1922,101,858,553,200,126,157,15,1781
1923,101,858,553,200,126,157,14,1781
1924,101,113,553,200,126,157,14,1781
1925,101,113,553,200,126,157,14,1781
1926,101,113,549,200,126,157,14,1781
1927,101,113,549,197,126,157,14,1781
1928,101,113,549,197,126,157,14,1781
1929,101,113,549,197,126,81,14,1781
1930,101,113,549,197,126,81,14,1781
1931,102,113,549,197,126,81,14,1781
1932,102,113,813,197,126,81,14,1781
1933,102,113,813,293,126,81,14,1781
1934,102,113,813,293,126,81,14,1751
1935,102,113,813,293,126,81,10,1751
1936,102,113,813,293,185,81,10,1751
1937,102,113,813,293,185,81,10,1751
1938,102,113,813,293,185,81,10,1735
1939,102,113,813,293,185,81,10,1735
1940,102,862,813,293,185,81,10,1735
1941,102,862,580,293,185,81,10,1735
1942,102,862,580,214,185,81,10,1735
1943,102,862,580,214,185,81,10,1735
1944,102,862,580,214,425,81,10,1735
1945,102,862,580,214,425,81,10,1738
1946,102,862,580,214,425,81,10,1738
1947,102,498,580,214,425,81,10,1738
1948,101,498,580,214,425,81,10,1738
1949,101,498,566,214,425,81,10,1738
1950,101,498,566,212,425,81,10,1738
1951,101,498,566,212,425,81,10,1738
1952,101,498,566,212,280,81,10,1738
1953,101,497,566,212,280,81,10,1738
1954,102,497,566,212,280,81,10,1738
1955,102,497,582,212,280,81,10,1738
1956,102,497,582,218,280,81,10,1738
1957,102,497,582,218,280,86,10,1738
1958,102,497,582,218,280,86,10,1756
1959,102,497,582,218,280,86,10,1756
1960,102,497,582,218,136,86,10,1756
1961,102,834,582,218,136,86,10,1756
1962,102,834,576,218,136,86,10,1756
1963,102,834,576,212,136,86,10,1756
1964,102,834,576,212,136,86,10,1756
1965,102,834,576,212,136,86,10,1764
1966,102,834,576,212,136,84,10,1764
1967,102,834,576,212,136,84,10,1764
1968,102,834,576,212,126,84,10,1764
1969,102,834,576,212,126,158,10,1764
1970,102,834,576,212,126,158,10,1809
1971,102,834,576,212,126,158,10,1809
1972,102,117,576,212,126,158,10,1809
1973,102,117,576,212,126,158,10,1809
1974,102,117,973,212,126,158,10,1809
1975,102,117,973,294,126,158,10,1809
1976,102,117,973,294,127,158,10,1809
1977,102,117,973,294,127,158,10,1793
1978,102,117,973,294,127,179,10,1793
1979,102,117,973,294,127,179,14,1793
1980,102,566,973,294,127,179,14,1793
1981,101,566,973,294,127,179,14,1793
1982,101,566,554,294,127,179,14,1793
1983,101,566,554,200,127,179,14,1793
1984,101,566,554,200,442,179,14,1793
1985,101,566,554,200,442,81,14,1793
1986,101,486,554,200,442,81,14,1793
1987,101,486,554,200,442,81,14,1793
1988,101,486,966,200,442,81,14,1793
1989,101,486,966,297,442,81,14,1793
1990,101,486,966,297,442,81,14,1769
1991,101,486,966,297,442,81,17,1769
1992,101,486,966,297,126,81,17,1769
1993,101,486,966,297,126,82,17,1769
1994,101,486,966,297,126,82,17,1801
1995,101,486,966,297,126,82,14,1801
1996,101,173,966,297,126,82,14,1801
1997,154,173,966,297,126,82,14,1801
1998,154,173,725,297,126,82,14,1801
1999,154,173,725,312,126,82,14,1801
2000,154,173,725,312,31704,82,14,1801
2001,154,173,725,312,31704,82,14,1807
2002,154,173,725,312,31704,82,10,1807
2003,154,486,725,312,31704,82,10,1807
2004,101,486,725,312,31704,82,10,1807
2005,101,486,611,312,31704,82,10,1807
2006,101,486,611,243,31704,82,10,1807
2007,101,486,611,243,31704,86,10,1807
2008,101,112,611,243,31704,86,10,1807
2009,153,112,611,243,31704,86,10,1807
2010,153,112,556,243,31704,86,10,1807
2011,153,112,556,210,31704,86,10,1807
2012,153,112,556,210,31704,82,10,1807
2013,153,112,556,210,31704,82,10,1745
2014,153,112,556,210,129,82,10,1745
2015,153,112,556,210,129,82,10,1745
2016,153,112,556,210,129,82,10,1745
2017,153,112,556,210,129,82,10,1767
2018,153,112,556,210,126,82,10,1767
2019,153,112,556,210,126,82,10,1767
2020,153,495,556,210,126,82,10,1767
2021,101,495,556,210,126,82,10,1767
2022,101,495,551,210,126,82,10,1767
